"Immune_cells" "Inflammation" "Neutrophils" "Proliferation" "Th1" "Th17" "Patient" "Perturbation" "Apoptosis"
"1641" 1 1 1 0.352 0.903 0.272 "GSM3293918" "EP4_OFF" 0
"1642" 1 1 1 0 0.909 0 "GSM3293918" "EP2_OFF, EP4_OFF" 0
"1643" 1 1 1 1 1 1 "GSM1163006" "EP2_OFF" 0
"1644" 1 1 1 1 1 1 "GSM1163006" "EP4_OFF" 0
"1645" 1 1 1 0 1 0 "GSM1163006" "EP2_OFF, EP4_OFF" 0
"1646" 1 1 1 1 1 1 "GSM2211706" "EP2_OFF" 0
"1647" 1 1 1 1 1 1 "GSM2211706" "EP4_OFF" 0
"1648" 1 1 1 0 1 0 "GSM2211706" "EP2_OFF, EP4_OFF" 0
"1649" 1 1 1 0.962 1 0.961 "GSM1315638" "EP2_OFF" 0
"1650" 1 1 1 0.962 1 0.961 "GSM1315638" "EP4_OFF" 0
"1651" 1 1 1 0 1 0 "GSM1315638" "EP2_OFF, EP4_OFF" 0
"1652" 1 1 1 0.312 1 0.311 "GSM1315627" "EP2_OFF" 0.277
"1653" 1 1 1 0.312 1 0.311 "GSM1315627" "EP4_OFF" 0.277
"1654" 1 1 1 0 1 0 "GSM1315627" "EP2_OFF, EP4_OFF" 0.262
"1655" 1 1 1 0.997 1 0.997 "GSM1315764" "EP2_OFF" 0
"1656" 1 1 1 0.997 1 0.997 "GSM1315764" "EP4_OFF" 0
"1657" 1 1 1 0 1 0 "GSM1315764" "EP2_OFF, EP4_OFF" 0
"1658" 1 1 1 0.085 1 0.081 "GSM1561651" "EP2_OFF" 0.316
"1659" 1 1 1 0.085 1 0.081 "GSM1561651" "EP4_OFF" 0.316
"1660" 1 1 1 0 1 0 "GSM1561651" "EP2_OFF, EP4_OFF" 0.333
"1661" 1 1 1 0.556 1 0.559 "GSM1315617" "EP2_OFF" 0.237
"1662" 1 1 1 0.556 1 0.559 "GSM1315617" "EP4_OFF" 0.237
"1663" 1 1 1 0 1 0 "GSM1315617" "EP2_OFF, EP4_OFF" 0.247
"1664" 1 1 1 0.936 1 0.938 "GSM2211692" "EP2_OFF" 0
"1665" 1 1 1 0.936 1 0.938 "GSM2211692" "EP4_OFF" 0
"1666" 1 1 1 0 1 0 "GSM2211692" "EP2_OFF, EP4_OFF" 0
"1667" 1 0.995 1 0.999 0.859 0.462 "GSM1315650" "EP2_OFF" 0
"1668" 1 0.995 1 0.999 0.859 0.462 "GSM1315650" "EP4_OFF" 0
"1669" 1 0.979 1 0 0.861 0 "GSM1315650" "EP2_OFF, EP4_OFF" 0
"1670" 1 1 1 1 1 1 "GSM1315686" "EP2_OFF" 0
"1671" 1 1 1 1 1 1 "GSM1315686" "EP4_OFF" 0
"1672" 1 1 1 0 1 0 "GSM1315686" "EP2_OFF, EP4_OFF" 0
"1673" 1 1 1 0.917 1 0.916 "GSM3293909" "EP2_OFF" 0
"1674" 1 1 1 0.917 1 0.916 "GSM3293909" "EP4_OFF" 0
"1675" 1 1 1 0 1 0 "GSM3293909" "EP2_OFF, EP4_OFF" 0
"1676" 1 1 1 1 1 1 "GSM1315773" "EP2_OFF" 0
"1677" 1 1 1 1 1 1 "GSM1315773" "EP4_OFF" 0
"1678" 1 1 1 0 1 0 "GSM1315773" "EP2_OFF, EP4_OFF" 0
"1679" 1 1 1 0.903 1 0.903 "GSM1315648" "EP2_OFF" 0
"1680" 1 1 1 0.903 1 0.903 "GSM1315648" "EP4_OFF" 0
"1681" 1 1 1 0 1 0 "GSM1315648" "EP2_OFF, EP4_OFF" 0
"1682" 1 1 1 0.96 0.723722 0.956 "GSM1315737" "EP2_OFF" 0
"1683" 1 1 1 0.96 0.723722 0.956 "GSM1315737" "EP4_OFF" 0
"1684" 1 1 1 0.002 0.741 0.002 "GSM1315737" "EP2_OFF, EP4_OFF" 0
"1685" 1 1 1 0.996 1 0.996 "GSM1315749" "EP2_OFF" 0
"1686" 1 1 1 0.996 1 0.996 "GSM1315749" "EP4_OFF" 0
"1687" 1 1 1 0 1 0 "GSM1315749" "EP2_OFF, EP4_OFF" 0
"1688" 1 1 1 0.585125 1 0.586 "GSM1561618" "EP2_OFF" 0
"1689" 1 1 1 0.585125 1 0.586 "GSM1561618" "EP4_OFF" 0
"1690" 1 1 1 0.006 1 0.006 "GSM1561618" "EP2_OFF, EP4_OFF" 0
"1691" 1 1 1 0.95 1 0.952 "GSM1315771" "EP2_OFF" 0
"1692" 1 1 1 0.95 1 0.952 "GSM1315771" "EP4_OFF" 0
"1693" 1 1 1 0 1 0 "GSM1315771" "EP2_OFF, EP4_OFF" 0
"1694" 1 1 1 0.706 1 0.304 "GSM1315637" "EP2_OFF" 0
"1695" 1 1 1 0.706 1 0.304 "GSM1315637" "EP4_OFF" 0
"1696" 1 1 1 0 1 0 "GSM1315637" "EP2_OFF, EP4_OFF" 0.002
"1697" 1 1 1 1 1 1 "GSM1315747" "EP2_OFF" 0
"1698" 1 1 1 1 1 1 "GSM1315747" "EP4_OFF" 0
"1699" 1 1 1 0 1 0 "GSM1315747" "EP2_OFF, EP4_OFF" 0
"1700" 1 1 1 0.999 0.938 0.999 "GSM1315634" "EP2_OFF" 0
"1701" 1 1 1 0.999 0.938 0.999 "GSM1315634" "EP4_OFF" 0
"1702" 1 1 1 0.016 0.93 0.016 "GSM1315634" "EP2_OFF, EP4_OFF" 0
"1703" 1 1 1 1 1 1 "GSM1656060" "EP2_OFF" 0
"1704" 1 1 1 1 1 1 "GSM1656060" "EP4_OFF" 0
"1705" 1 1 1 0 1 0 "GSM1656060" "EP2_OFF, EP4_OFF" 0
"1706" 1 0.925 1 0.398 0.895 0.113 "GSM2211694" "EP2_OFF" 0
"1707" 1 0.925 1 0.398 0.895 0.113 "GSM2211694" "EP4_OFF" 0
"1708" 1 0.923 1 0 0.875 0 "GSM2211694" "EP2_OFF, EP4_OFF" 0.001
"1709" 1 1 1 0.967 1 0.967 "GSM1315766" "EP2_OFF" 0
"1710" 1 1 1 0.967 1 0.967 "GSM1315766" "EP4_OFF" 0
"1711" 1 1 1 0 1 0 "GSM1315766" "EP2_OFF, EP4_OFF" 0
"1712" 1 1 1 0.492 1 0.49 "GSM1561641" "EP2_OFF" 0.102
"1713" 1 1 1 0.492 1 0.49 "GSM1561641" "EP4_OFF" 0.102
"1714" 1 1 1 0.014 1 0.013 "GSM1561641" "EP2_OFF, EP4_OFF" 0.115
"1715" 1 1 1 0.511 1 0.211 "GSM1656052" "EP2_OFF" 0.006
"1716" 1 1 1 0.511 1 0.211 "GSM1656052" "EP4_OFF" 0.006
"1717" 1 1 1 0 1 0 "GSM1656052" "EP2_OFF, EP4_OFF" 0.001
"1718" 1 1 1 0.971 1 0.972 "GSM1315769" "EP2_OFF" 0
"1719" 1 1 1 0.971 1 0.972 "GSM1315769" "EP4_OFF" 0
"1720" 1 1 1 0 1 0 "GSM1315769" "EP2_OFF, EP4_OFF" 0
"1721" 1 1 1 1 1 1 "GSM1315662" "EP2_OFF" 0
"1722" 1 1 1 1 1 1 "GSM1315662" "EP4_OFF" 0
"1723" 1 1 1 0 1 0 "GSM1315662" "EP2_OFF, EP4_OFF" 0
"1724" 1 1 1 1 1 1 "GSM1315661" "EP2_OFF" 0
"1725" 1 1 1 1 1 1 "GSM1315661" "EP4_OFF" 0
"1726" 1 1 1 0 1 0 "GSM1315661" "EP2_OFF, EP4_OFF" 0
"1727" 1 1 1 0.102 1 0.1 "GSM2882406" "EP2_OFF" 0
"1728" 1 1 1 0.102 1 0.1 "GSM2882406" "EP4_OFF" 0
"1729" 1 1 1 0.03 1 0.031 "GSM2882406" "EP2_OFF, EP4_OFF" 0
"1730" 1 1 1 0.733 1 0.767 "GSM3293911" "EP2_OFF" 0
"1731" 1 1 1 0.733 1 0.767 "GSM3293911" "EP4_OFF" 0
"1732" 1 1 1 0 1 0 "GSM3293911" "EP2_OFF, EP4_OFF" 0
"1733" 1 1 1 1 1 1 "GSM2211699" "EP2_OFF" 0
"1734" 1 1 1 1 1 1 "GSM2211699" "EP4_OFF" 0
"1735" 1 1 1 0 1 0 "GSM2211699" "EP2_OFF, EP4_OFF" 0
"1736" 1 1 1 1 1 1 "GSM1315695" "EP2_OFF" 0
"1737" 1 1 1 1 1 1 "GSM1315695" "EP4_OFF" 0
"1738" 1 1 1 0 1 0 "GSM1315695" "EP2_OFF, EP4_OFF" 0
"1739" 1 0.999 1 0.733 0.756 0.661 "GSM2211703" "EP2_OFF" 0
"1740" 1 0.999 1 0.733 0.756 0.661 "GSM2211703" "EP4_OFF" 0
"1741" 1 1 0.998 0 0.765 0 "GSM2211703" "EP2_OFF, EP4_OFF" 0
"1742" 1 0.948 1 0.816 0.665 0.392 "GSM2882404" "EP2_OFF" 0
"1743" 1 0.948 1 0.816 0.665 0.392 "GSM2882404" "EP4_OFF" 0
"1744" 1 0.938 1 0 0.673 0 "GSM2882404" "EP2_OFF, EP4_OFF" 0
"1745" 1 1 1 1 1 1 "GSM1315763" "EP2_OFF" 0
"1746" 1 1 1 1 1 1 "GSM1315763" "EP4_OFF" 0
"1747" 1 1 1 0 1 0 "GSM1315763" "EP2_OFF, EP4_OFF" 0
"1748" 1 1 1 0.985 1 0.986 "GSM1930399" "EP2_OFF" 0
"1749" 1 1 1 0.985 1 0.986 "GSM1930399" "EP4_OFF" 0
"1750" 1 1 1 0 1 0 "GSM1930399" "EP2_OFF, EP4_OFF" 0
"1751" 1 0.896 0.995 0.393 0.942 0.107 "GSM3293898" "EP2_OFF" 0
"1752" 1 0.896 0.995 0.393 0.942 0.107 "GSM3293898" "EP4_OFF" 0
"1753" 1 0.886 0.993 0 0.928 0 "GSM3293898" "EP2_OFF, EP4_OFF" 0
"1754" 1 1 1 0.326 1 0.325 "GSM1315630" "EP2_OFF" 0.323
"1755" 1 1 1 0.326 1 0.325 "GSM1315630" "EP4_OFF" 0.323
"1756" 1 1 1 0 1 0 "GSM1315630" "EP2_OFF, EP4_OFF" 0.29
"1757" 1 0.877 0.841 0.162 0.513804 0.019 "GSM1930397" "EP2_OFF" 0.046
"1758" 1 0.877 0.841 0.162 0.513804 0.019 "GSM1930397" "EP4_OFF" 0.046
"1759" 1 0.886 0.836 0.036 0.523533 0.008 "GSM1930397" "EP2_OFF, EP4_OFF" 0.068
"1760" 1 1 1 0.833 1 0.832177 "GSM1930391" "EP2_OFF" 0
"1761" 1 1 1 0.833 1 0.832177 "GSM1930391" "EP4_OFF" 0
"1762" 1 1 1 0.252 1 0.251 "GSM1930391" "EP2_OFF, EP4_OFF" 0
"1763" 1 1 1 0.998 1 0.998 "GSM1315698" "EP2_OFF" 0
"1764" 1 1 1 0.998 1 0.998 "GSM1315698" "EP4_OFF" 0
"1765" 1 1 1 0 1 0 "GSM1315698" "EP2_OFF, EP4_OFF" 0
"1766" 1 1 1 0.999 1 0.998 "GSM1656064" "EP2_OFF" 0
"1767" 1 1 1 0.999 1 0.998 "GSM1656064" "EP4_OFF" 0
"1768" 1 1 1 0 1 0 "GSM1656064" "EP2_OFF, EP4_OFF" 0
"1769" 1 1 1 0.966 1 0.964 "GSM1315759" "EP2_OFF" 0
"1770" 1 1 1 0.966 1 0.964 "GSM1315759" "EP4_OFF" 0
"1771" 1 1 1 0 1 0 "GSM1315759" "EP2_OFF, EP4_OFF" 0
"1772" 1 1 1 0.883 1 0.885 "GSM1315657" "EP2_OFF" 0
"1773" 1 1 1 0.883 1 0.885 "GSM1315657" "EP4_OFF" 0
"1774" 1 1 1 0 1 0 "GSM1315657" "EP2_OFF, EP4_OFF" 0
"1775" 1 1 1 0.692 1 0.6 "GSM1315623" "EP2_OFF" 0
"1776" 1 1 1 0.692 1 0.6 "GSM1315623" "EP4_OFF" 0
"1777" 1 1 1 0 1 0 "GSM1315623" "EP2_OFF, EP4_OFF" 0
"1778" 1 1 1 0.989 1 0.987 "GSM1023438" "EP2_OFF" 0
"1779" 1 1 1 0.989 1 0.987 "GSM1023438" "EP4_OFF" 0
"1780" 1 1 1 0.116 1 0.114 "GSM1023438" "EP2_OFF, EP4_OFF" 0
"1781" 1 1 1 0.99 1 0.989 "GSM1315642" "EP2_OFF" 0
"1782" 1 1 1 0.99 1 0.989 "GSM1315642" "EP4_OFF" 0
"1783" 1 1 1 0 1 0 "GSM1315642" "EP2_OFF, EP4_OFF" 0
"1784" 1 0.99 0.989 0.196 0.475 0.042 "GSM3293899" "EP2_OFF" 0
"1785" 1 0.99 0.989 0.196 0.475 0.042 "GSM3293899" "EP4_OFF" 0
"1786" 1 0.987 0.983 0 0.478 0 "GSM3293899" "EP2_OFF, EP4_OFF" 0
"1787" 1 1 1 0.788 0.983 0.467 "GSM1315613" "EP2_OFF" 0
"1788" 1 1 1 0.788 0.983 0.467 "GSM1315613" "EP4_OFF" 0
"1789" 1 1 1 0 0.992 0 "GSM1315613" "EP2_OFF, EP4_OFF" 0
"1790" 1 1 1 0.999 0.999 0.889 "GSM2211709" "EP2_OFF" 0
"1791" 1 1 1 0.999 0.999 0.889 "GSM2211709" "EP4_OFF" 0
"1792" 1 1 1 0.006 0.996 0.006 "GSM2211709" "EP2_OFF, EP4_OFF" 0
"1793" 1 1 1 0.588 1 0.586 "GSM1315699" "EP2_OFF" 0
"1794" 1 1 1 0.588 1 0.586 "GSM1315699" "EP4_OFF" 0
"1795" 1 1 1 0 1 0 "GSM1315699" "EP2_OFF, EP4_OFF" 0
"1796" 1 1 1 1 1 1 "GSM1930395" "EP2_OFF" 0
"1797" 1 1 1 1 1 1 "GSM1930395" "EP4_OFF" 0
"1798" 1 1 1 0 1 0 "GSM1930395" "EP2_OFF, EP4_OFF" 0
"1799" 1 1 1 1 1 1 "GSM1315755" "EP2_OFF" 0
"1800" 1 1 1 1 1 1 "GSM1315755" "EP4_OFF" 0
"1801" 1 1 1 0 1 0 "GSM1315755" "EP2_OFF, EP4_OFF" 0
"1802" 1 1 1 0.994 0.952 0.987 "GSM1656058" "EP2_OFF" 0
"1803" 1 1 1 0.994 0.952 0.987 "GSM1656058" "EP4_OFF" 0
"1804" 1 1 1 0 0.96 0 "GSM1656058" "EP2_OFF, EP4_OFF" 0
"1805" 1 1 1 0.819 1 0.822 "GSM1315746" "EP2_OFF" 0
"1806" 1 1 1 0.819 1 0.822 "GSM1315746" "EP4_OFF" 0
"1807" 1 1 1 0 1 0 "GSM1315746" "EP2_OFF, EP4_OFF" 0
"1808" 1 1 1 0.73 1 0.735 "GSM1930383" "EP2_OFF" 0
"1809" 1 1 1 0.73 1 0.735 "GSM1930383" "EP4_OFF" 0
"1810" 1 1 1 0 1 0 "GSM1930383" "EP2_OFF, EP4_OFF" 0
"1811" 1 1 1 0.644 1 0.627 "GSM1315631" "EP2_OFF" 0
"1812" 1 1 1 0.644 1 0.627 "GSM1315631" "EP4_OFF" 0
"1813" 1 1 1 0 1 0 "GSM1315631" "EP2_OFF, EP4_OFF" 0
"1814" 1 1 1 0.994 0.998 0.993 "GSM1315762" "EP2_OFF" 0
"1815" 1 1 1 0.994 0.998 0.993 "GSM1315762" "EP4_OFF" 0
"1816" 1 1 1 0 0.997 0 "GSM1315762" "EP2_OFF, EP4_OFF" 0
"1817" 1 1 1 0.483 1 0.495 "GSM3293916" "EP2_OFF" 0
"1818" 1 1 1 0.483 1 0.495 "GSM3293916" "EP4_OFF" 0
"1819" 1 1 1 0.015 1 0.014 "GSM3293916" "EP2_OFF, EP4_OFF" 0
"1820" 1 0.957 1 0.248 0.87 0.059 "GSM2211712" "EP2_OFF" 0
"1821" 1 0.957 1 0.248 0.87 0.059 "GSM2211712" "EP4_OFF" 0
"1822" 1 0.962 1 0 0.862 0 "GSM2211712" "EP2_OFF, EP4_OFF" 0
"1823" 1 1 1 0.333 1 0.327 "GSM1930387" "EP2_OFF" 0
"1824" 1 1 1 0.333 1 0.327 "GSM1930387" "EP4_OFF" 0
"1825" 1 1 1 0 1 0 "GSM1930387" "EP2_OFF, EP4_OFF" 0
"1826" 1 1 1 0.751 1 0.752 "GSM1315678" "EP2_OFF" 0
"1827" 1 1 1 0.751 1 0.752 "GSM1315678" "EP4_OFF" 0
"1828" 1 1 1 0 1 0 "GSM1315678" "EP2_OFF, EP4_OFF" 0
"1829" 1 1 1 0.971 1 0.973 "GSM1315706" "EP2_OFF" 0
"1830" 1 1 1 0.971 1 0.973 "GSM1315706" "EP4_OFF" 0
"1831" 1 1 1 0 1 0 "GSM1315706" "EP2_OFF, EP4_OFF" 0
"1832" 1 1 1 0.839 0.677 0.366 "GSM1315671" "EP2_OFF" 0
"1833" 1 1 1 0.839 0.677 0.366 "GSM1315671" "EP4_OFF" 0
"1834" 1 1 1 0 0.673 0 "GSM1315671" "EP2_OFF, EP4_OFF" 0
"1835" 1 1 1 1 1 1 "GSM1656056" "EP2_OFF" 0.001
"1836" 1 1 1 1 1 1 "GSM1656056" "EP4_OFF" 0.001
"1837" 1 1 1 0 1 0 "GSM1656056" "EP2_OFF, EP4_OFF" 0.001
"1838" 1 1 1 0.982 1 0.98 "GSM1315703" "EP2_OFF" 0
"1839" 1 1 1 0.982 1 0.98 "GSM1315703" "EP4_OFF" 0
"1840" 1 1 1 0 1 0 "GSM1315703" "EP2_OFF, EP4_OFF" 0
"1841" 1 1 1 0.97 1 0.972 "GSM1163038" "EP2_OFF" 0
"1842" 1 1 1 0.97 1 0.972 "GSM1163038" "EP4_OFF" 0
"1843" 1 1 1 0 1 0 "GSM1163038" "EP2_OFF, EP4_OFF" 0
"1844" 1 1 1 0.868 0.997 0.488 "GSM1315742" "EP2_OFF" 0
"1845" 1 1 1 0.868 0.997 0.488 "GSM1315742" "EP4_OFF" 0
"1846" 1 1 1 0 0.999 0 "GSM1315742" "EP2_OFF, EP4_OFF" 0
"1847" 1 1 1 0.437 1 0.429 "GSM1561650" "EP2_OFF" 0
"1848" 1 1 1 0.437 1 0.429 "GSM1561650" "EP4_OFF" 0
"1849" 1 1 1 0.036 1 0.036 "GSM1561650" "EP2_OFF, EP4_OFF" 0
"1850" 1 1 1 0.932 0.953 0.926 "GSM1315685" "EP2_OFF" 0
"1851" 1 1 1 0.932 0.953 0.926 "GSM1315685" "EP4_OFF" 0
"1852" 1 1 1 0.003 0.959 0.003 "GSM1315685" "EP2_OFF, EP4_OFF" 0
"1853" 1 1 1 0.587 1 0.581 "GSM1315629" "EP2_OFF" 0.221
"1854" 1 1 1 0.587 1 0.581 "GSM1315629" "EP4_OFF" 0.221
"1855" 1 1 1 0 1 0 "GSM1315629" "EP2_OFF, EP4_OFF" 0.252
"1856" 1 1 1 1 1 1 "GSM1315679" "EP2_OFF" 0
"1857" 1 1 1 1 1 1 "GSM1315679" "EP4_OFF" 0
"1858" 1 1 1 0 1 0 "GSM1315679" "EP2_OFF, EP4_OFF" 0
"1859" 1 1 1 0.352 1 0.195 "GSM1023437" "EP2_OFF" 0.201
"1860" 1 1 1 0.352 1 0.195 "GSM1023437" "EP4_OFF" 0.201
"1861" 1 1 1 0 1 0 "GSM1023437" "EP2_OFF, EP4_OFF" 0.183
"1862" 1 1 1 0.538 1 0.525 "GSM3293921" "EP2_OFF" 0
"1863" 1 1 1 0.538 1 0.525 "GSM3293921" "EP4_OFF" 0
"1864" 1 1 1 0 1 0 "GSM3293921" "EP2_OFF, EP4_OFF" 0
"1865" 1 1 1 0.748 1 0.744 "GSM1315693" "EP2_OFF" 0
"1866" 1 1 1 0.748 1 0.744 "GSM1315693" "EP4_OFF" 0
"1867" 1 1 1 0 1 0 "GSM1315693" "EP2_OFF, EP4_OFF" 0
"1868" 1 1 1 0.965 0.992 0.952 "GSM2211697" "EP2_OFF" 0
"1869" 1 1 1 0.965 0.992 0.952 "GSM2211697" "EP4_OFF" 0
"1870" 1 1 1 0 0.995 0 "GSM2211697" "EP2_OFF, EP4_OFF" 0
"1871" 1 1 1 1 1 1 "GSM1656068" "EP2_OFF" 0
"1872" 1 1 1 1 1 1 "GSM1656068" "EP4_OFF" 0
"1873" 1 1 1 0.002 1 0.002 "GSM1656068" "EP2_OFF, EP4_OFF" 0
"1874" 1 1 1 1 1 1 "GSM1315702" "EP2_OFF" 0
"1875" 1 1 1 1 1 1 "GSM1315702" "EP4_OFF" 0
"1876" 1 1 1 0 1 0 "GSM1315702" "EP2_OFF, EP4_OFF" 0
"1877" 1 1 1 1 1 0.931 "GSM1315778" "EP2_OFF" 0
"1878" 1 1 1 1 1 0.931 "GSM1315778" "EP4_OFF" 0
"1879" 1 1 1 0 1 0 "GSM1315778" "EP2_OFF, EP4_OFF" 0
"1880" 1 1 1 0.491 1 0.483 "GSM1315615" "EP2_OFF" 0
"1881" 1 1 1 0.491 1 0.483 "GSM1315615" "EP4_OFF" 0
"1882" 1 1 1 0 1 0 "GSM1315615" "EP2_OFF, EP4_OFF" 0
"1883" 1 1 1 0.936 1 0.937 "GSM1315760" "EP2_OFF" 0
"1884" 1 1 1 0.936 1 0.937 "GSM1315760" "EP4_OFF" 0
"1885" 1 1 1 0.001 1 0.001 "GSM1315760" "EP2_OFF, EP4_OFF" 0
"1886" 1 1 1 0.792601 1 0.791 "GSM1561615" "EP2_OFF" 0
"1887" 1 1 1 0.792601 1 0.791 "GSM1561615" "EP4_OFF" 0
"1888" 1 1 1 0 1 0 "GSM1561615" "EP2_OFF, EP4_OFF" 0
"1889" 1 1 1 1 1 1 "GSM1315696" "EP2_OFF" 0
"1890" 1 1 1 1 1 1 "GSM1315696" "EP4_OFF" 0
"1891" 1 1 1 0 1 0 "GSM1315696" "EP2_OFF, EP4_OFF" 0
"1892" 1 1 0.993 0.641 1 0.638 "GSM1930384" "EP2_OFF" 0
"1893" 1 1 0.993 0.641 1 0.638 "GSM1930384" "EP4_OFF" 0
"1894" 1 1 0.99 0 1 0 "GSM1930384" "EP2_OFF, EP4_OFF" 0
"1895" 1 1 1 0.999 1 1 "GSM1163014" "EP2_OFF" 0
"1896" 1 1 1 0.999 1 1 "GSM1163014" "EP4_OFF" 0
"1897" 1 1 1 0 1 0 "GSM1163014" "EP2_OFF, EP4_OFF" 0
"1898" 1 1 1 0.494 0.999 0.435 "GSM3293919" "EP2_OFF" 0
"1899" 1 1 1 0.494 0.999 0.435 "GSM3293919" "EP4_OFF" 0
"1900" 1 1 1 0 0.998 0 "GSM3293919" "EP2_OFF, EP4_OFF" 0.002
"1901" 1 0.884 1 0.232 0.512 0.061 "GSM1315754" "EP2_OFF" 0.008
"1902" 1 0.884 1 0.232 0.512 0.061 "GSM1315754" "EP4_OFF" 0.008
"1903" 1 0.875 1 0 0.508 0 "GSM1315754" "EP2_OFF, EP4_OFF" 0.007
"1904" 1 1 1 0.705 1 0.7 "GSM1561614" "EP2_OFF" 0.02
"1905" 1 1 1 0.705 1 0.7 "GSM1561614" "EP4_OFF" 0.02
"1906" 1 1 1 0.095 1 0.093 "GSM1561614" "EP2_OFF, EP4_OFF" 0.032
"1907" 1 1 1 0.971 1 0.915 "GSM1315750" "EP2_OFF" 0
"1908" 1 1 1 0.971 1 0.915 "GSM1315750" "EP4_OFF" 0
"1909" 1 1 1 0 1 0 "GSM1315750" "EP2_OFF, EP4_OFF" 0
"1910" 1 0.995 1 0.873 0.982 0.757 "GSM1930396" "EP2_OFF" 0
"1911" 1 0.995 1 0.873 0.982 0.757 "GSM1930396" "EP4_OFF" 0
"1912" 1 0.989 0.989 0 0.988 0 "GSM1930396" "EP2_OFF, EP4_OFF" 0
"1913" 1 1 1 0.448 0.911 0.348 "GSM3293924" "EP2_OFF" 0.007
"1914" 1 1 1 0.448 0.911 0.348 "GSM3293924" "EP4_OFF" 0.007
"1915" 1 1 1 0 0.908 0 "GSM3293924" "EP2_OFF, EP4_OFF" 0.002717
"1916" 1 1 1 1 1 1 "GSM1656062" "EP2_OFF" 0
"1917" 1 1 1 1 1 1 "GSM1656062" "EP4_OFF" 0
"1918" 1 1 1 0 1 0 "GSM1656062" "EP2_OFF, EP4_OFF" 0
"1919" 1 1 1 0.917 1 0.703 "GSM1315689" "EP2_OFF" 0.001
"1920" 1 1 1 0.917 1 0.703 "GSM1315689" "EP4_OFF" 0.001
"1921" 1 1 1 0 1 0 "GSM1315689" "EP2_OFF, EP4_OFF" 0.001
"1922" 1 1 1 0.995 0.988 0.999 "GSM1930385" "EP2_OFF" 0
"1923" 1 1 1 0.995 0.988 0.999 "GSM1930385" "EP4_OFF" 0
"1924" 1 1 1 0 0.99 0 "GSM1930385" "EP2_OFF, EP4_OFF" 0
"1925" 1 1 1 0.938 1 0.937 "GSM1315690" "EP2_OFF" 0
"1926" 1 1 1 0.938 1 0.937 "GSM1315690" "EP4_OFF" 0
"1927" 1 1 1 0 1 0 "GSM1315690" "EP2_OFF, EP4_OFF" 0
"1928" 1 0.996 0.988 0.268 0.883 0.116 "GSM3293914" "EP2_OFF" 0
"1929" 1 0.996 0.988 0.268 0.883 0.116 "GSM3293914" "EP4_OFF" 0
"1930" 1 0.995 0.984 0.01 0.883 0.005 "GSM3293914" "EP2_OFF, EP4_OFF" 0
"1931" 1 1 1 0.999 1 1 "GSM1930388" "EP2_OFF" 0
"1932" 1 1 1 0.999 1 1 "GSM1930388" "EP4_OFF" 0
"1933" 1 1 1 0 1 0 "GSM1930388" "EP2_OFF, EP4_OFF" 0
"1934" 1 0.955 1 0.462 0.971 0.152 "GSM2211713" "EP2_OFF" 0
"1935" 1 0.955 1 0.462 0.971 0.152 "GSM2211713" "EP4_OFF" 0
"1936" 1 0.95 1 0 0.968 0 "GSM2211713" "EP2_OFF, EP4_OFF" 0
"1937" 1 0.985 1 0.985 0.998 0.626 "GSM2882402" "EP2_OFF" 0
"1938" 1 0.985 1 0.985 0.998 0.626 "GSM2882402" "EP4_OFF" 0
"1939" 1 0.96 1 0 1 0 "GSM2882402" "EP2_OFF, EP4_OFF" 0
"1940" 1 1 1 0.999 1 0.999 "GSM1315694" "EP2_OFF" 0
"1941" 1 1 1 0.999 1 0.999 "GSM1315694" "EP4_OFF" 0
"1942" 1 1 1 0 1 0 "GSM1315694" "EP2_OFF, EP4_OFF" 0
"1943" 1 1 1 1 1 1 "GSM1315777" "EP2_OFF" 0
"1944" 1 1 1 1 1 1 "GSM1315777" "EP4_OFF" 0
"1945" 1 1 1 0.209 1 0.206 "GSM1315777" "EP2_OFF, EP4_OFF" 0
"1946" 1 1 1 0.947 1 0.944 "GSM1315643" "EP2_OFF" 0.01
"1947" 1 1 1 0.947 1 0.944 "GSM1315643" "EP4_OFF" 0.01
"1948" 1 1 1 0 1 0 "GSM1315643" "EP2_OFF, EP4_OFF" 0.01
"1949" 1 1 1 0.988 1 0.868 "GSM1315743" "EP2_OFF" 0
"1950" 1 1 1 0.988 1 0.868 "GSM1315743" "EP4_OFF" 0
"1951" 1 1 1 0 1 0 "GSM1315743" "EP2_OFF, EP4_OFF" 0
"1952" 1 1 1 0.827 0.882 0.86 "GSM3293915" "EP2_OFF" 0
"1953" 1 1 1 0.827 0.882 0.86 "GSM3293915" "EP4_OFF" 0
"1954" 1 1 1 0 0.881 0 "GSM3293915" "EP2_OFF, EP4_OFF" 0
"1955" 1 1 1 0.679 1 0.68 "GSM1930392" "EP2_OFF" 0
"1956" 1 1 1 0.679 1 0.68 "GSM1930392" "EP4_OFF" 0
"1957" 1 1 1 0 1 0 "GSM1930392" "EP2_OFF, EP4_OFF" 0
"1958" 1 1 1 0.846 1 0.849 "GSM1930386" "EP2_OFF" 0
"1959" 1 1 1 0.846 1 0.849 "GSM1930386" "EP4_OFF" 0
"1960" 1 1 1 0 1 0 "GSM1930386" "EP2_OFF, EP4_OFF" 0
"1961" 1 1 1 0.317 1 0.317 "GSM1315636" "EP2_OFF" 0
"1962" 1 1 1 0.317 1 0.317 "GSM1315636" "EP4_OFF" 0
